Kode_Item,Nama_Item,Kode_Transaksi,qty,harga,sub_total
OBT01870,Obat Eaque,TRX061646,2,163073,326146
OBT01061,Obat Nostrum,TRX061647,2,137320,274640
OBT01844,Obat Odio,TRX061647,3,38645,115935
OBT00433,Obat Unde,TRX061647,1,109558,109558
OBT00828,Obat Soluta,TRX061648,3,193121,579363
OBT00158,Obat Enim,TRX061648,3,26556,79668
OBT00912,Obat Ratione,TRX061648,1,33951,33951
OBT00720,Obat Expedita,TRX061648,2,134023,268046
OBT00672,Obat Et,TRX061648,3,168236,504708
OBT00989,Obat Molestias,TRX061649,3,133330,399990
OBT00651,Obat Similique,TRX061650,3,159937,479811
OBT01148,Obat Eius,TRX061650,3,71992,215976
OBT01426,Obat Aut,TRX061651,3,48117,144351
OBT01945,Obat Odit,TRX061651,2,125312,250624
OBT01250,Obat Aut,TRX061651,2,28518,57036
OBT00472,Obat Eos,TRX061651,2,115765,231530
OBT00983,Obat Quasi,TRX061652,1,158171,158171
OBT00844,Obat Possimus,TRX061652,2,20154,40308
OBT01493,Obat At,TRX061652,2,126689,253378
OBT01606,Obat Voluptates,TRX061652,2,53298,106596
OBT00425,Obat Amet,TRX061653,2,89717,179434
OBT00726,Obat Autem,TRX061653,2,59901,119802
OBT01842,Obat Consectetur,TRX061653,2,41424,82848
OBT00487,Obat Illo,TRX061653,2,184892,369784
OBT00146,Obat Nostrum,TRX061653,1,53166,53166
OBT01143,Obat Adipisci,TRX061654,1,147024,147024
OBT01374,Obat Numquam,TRX061654,1,76913,76913
OBT00295,Obat Earum,TRX061655,2,151685,303370
OBT01639,Obat Magnam,TRX061655,3,73626,220878
OBT01902,Obat Laudantium,TRX061655,1,106159,106159
OBT00100,Obat Iusto,TRX061655,2,66966,133932
OBT01130,Obat Temporibus,TRX061656,1,11098,11098
OBT01564,Obat Eaque,TRX061656,2,172917,345834
OBT00755,Obat Enim,TRX061656,3,185914,557742
OBT00845,Obat Occaecati,TRX061656,1,170572,170572
OBT00939,Obat Nemo,TRX061656,2,66299,132598
OBT01388,Obat Nisi,TRX061657,3,173025,519075
OBT01379,Obat Assumenda,TRX061657,1,182664,182664
OBT00229,Obat Fugiat,TRX061658,3,105158,315474
OBT01255,Obat Dolor,TRX061658,3,195073,585219
OBT01126,Obat Iusto,TRX061658,2,110328,220656
OBT00167,Obat Accusantium,TRX061659,1,184766,184766
OBT00503,Obat Sequi,TRX061659,1,38499,38499
OBT01735,Obat Nihil,TRX061660,2,46211,92422
OBT01344,Obat Quisquam,TRX061661,3,6870,20610
OBT00043,Obat Saepe,TRX061661,3,37054,111162
OBT01062,Obat Non,TRX061661,2,171844,343688
OBT00909,Obat Doloremque,TRX061662,2,195450,390900
OBT01616,Obat Iste,TRX061662,1,81172,81172
OBT00355,Obat Numquam,TRX061662,2,190867,381734
OBT00992,Obat Quod,TRX061663,2,47688,95376
OBT00130,Obat Voluptate,TRX061663,3,73411,220233
OBT01269,Obat Quos,TRX061663,3,76568,229704
OBT00004,Obat Consequuntur,TRX061663,3,72737,218211
OBT00061,Obat Totam,TRX061664,1,19660,19660
OBT01768,Obat Placeat,TRX061665,3,174175,522525
OBT00957,Obat Quasi,TRX061665,2,55477,110954
OBT01266,Obat Nisi,TRX061665,2,73514,147028
OBT00741,Obat Sint,TRX061665,3,34876,104628
OBT01201,Obat Perferendis,TRX061665,2,69570,139140
OBT01048,Obat Harum,TRX061666,1,114464,114464
OBT01176,Obat Error,TRX061666,1,158624,158624
OBT00340,Obat Voluptatem,TRX061666,1,19304,19304
OBT00164,Obat Laudantium,TRX061667,1,175178,175178
OBT00195,Obat Omnis,TRX061667,3,64954,194862
OBT00699,Obat Voluptas,TRX061667,3,191485,574455
OBT01129,Obat Eaque,TRX061667,2,133836,267672
OBT00006,Obat Quidem,TRX061667,1,177666,177666
OBT00299,Obat Eaque,TRX061668,1,73233,73233
OBT01286,Obat Dolorem,TRX061668,1,7510,7510
OBT00350,Obat Alias,TRX061668,3,35415,106245
OBT01155,Obat Fuga,TRX061668,3,20443,61329
OBT01527,Obat Optio,TRX061668,1,68740,68740
OBT00014,Obat Quo,TRX061669,2,19503,39006
OBT00634,Obat Cumque,TRX061669,1,31912,31912
OBT00401,Obat Recusandae,TRX061669,2,125647,251294
OBT00285,Obat Omnis,TRX061669,3,6405,19215
OBT00955,Obat Non,TRX061670,1,140384,140384
OBT00448,Obat Optio,TRX061671,3,36615,109845
OBT00487,Obat Illo,TRX061671,1,184892,184892
OBT01557,Obat Tempora,TRX061672,2,137935,275870
OBT00539,Obat Excepturi,TRX061672,3,16864,50592
OBT00852,Obat In,TRX061672,1,183486,183486
OBT00275,Obat Sed,TRX061673,2,18661,37322
OBT01633,Obat Aliquid,TRX061673,2,150360,300720
OBT01540,Obat Odit,TRX061674,1,146857,146857
OBT01286,Obat Dolorem,TRX061674,3,7510,22530
OBT00060,Obat Vel,TRX061675,1,159528,159528
OBT01352,Obat Magni,TRX061675,3,134502,403506
OBT01701,Obat Debitis,TRX061675,1,174101,174101
OBT00575,Obat Excepturi,TRX061676,1,162781,162781
OBT01598,Obat Reiciendis,TRX061676,3,67657,202971
OBT01022,Obat Mollitia,TRX061676,1,45187,45187
OBT00409,Obat Deserunt,TRX061676,1,177492,177492
OBT00158,Obat Enim,TRX061677,1,26556,26556
OBT00154,Obat Harum,TRX061677,2,169704,339408
OBT00724,Obat Odit,TRX061678,1,84600,84600
OBT00996,Obat Repudiandae,TRX061678,3,132078,396234
OBT01066,Obat Vero,TRX061678,3,122722,368166
OBT00050,Obat Saepe,TRX061678,2,115852,231704
OBT01101,Obat Dolore,TRX061679,1,167189,167189
OBT00454,Obat Minus,TRX061679,1,184558,184558
OBT00899,Obat Modi,TRX061679,3,94314,282942
OBT00400,Obat Blanditiis,TRX061679,2,26250,52500
OBT01848,Obat Neque,TRX061680,3,136019,408057
OBT00286,Obat Ex,TRX061680,3,71494,214482
OBT00736,Obat Excepturi,TRX061681,3,136983,410949
OBT01025,Obat Architecto,TRX061681,2,84934,169868
OBT01902,Obat Laudantium,TRX061681,3,106159,318477
OBT01586,Obat Tempora,TRX061681,2,124092,248184
OBT01577,Obat Ipsa,TRX061681,3,156626,469878
OBT00077,Obat Placeat,TRX061682,2,192608,385216
OBT00046,Obat Aliquid,TRX061682,3,158177,474531
OBT01101,Obat Dolore,TRX061683,3,167189,501567
OBT00088,Obat Eligendi,TRX061684,1,181055,181055
OBT00837,Obat Inventore,TRX061685,2,21113,42226
OBT01567,Obat Voluptate,TRX061686,3,94535,283605
OBT01336,Obat Voluptatum,TRX061686,2,100158,200316
OBT01023,Obat Animi,TRX061686,3,35865,107595
OBT01374,Obat Numquam,TRX061686,1,76913,76913
OBT00219,Obat Commodi,TRX061686,1,181582,181582
OBT01882,Obat Aut,TRX061687,3,33478,100434
OBT00802,Obat Pariatur,TRX061687,2,49895,99790
OBT00348,Obat Aliquid,TRX061687,1,127456,127456
OBT01905,Obat Consequuntur,TRX061687,2,66089,132178
OBT00543,Obat Praesentium,TRX061688,2,83026,166052
OBT00732,Obat Aperiam,TRX061688,1,98596,98596
OBT01377,Obat Alias,TRX061688,2,11060,22120
OBT00421,Obat Qui,TRX061688,1,60408,60408
OBT00710,Obat Recusandae,TRX061689,1,79044,79044
OBT00590,Obat Distinctio,TRX061689,3,40419,121257
OBT00947,Obat Beatae,TRX061689,2,41692,83384
OBT00719,Obat Facilis,TRX061690,2,163793,327586
OBT00614,Obat Quas,TRX061690,1,10719,10719
OBT00762,Obat Fugiat,TRX061690,2,119773,239546
OBT00251,Obat Neque,TRX061690,3,157804,473412
OBT00633,Obat Nulla,TRX061691,1,7064,7064
OBT00536,Obat Quidem,TRX061691,2,52068,104136
OBT01864,Obat Totam,TRX061692,3,13443,40329
OBT01338,Obat Hic,TRX061692,2,78598,157196
OBT00862,Obat Sunt,TRX061692,1,143357,143357
OBT01451,Obat Deserunt,TRX061693,2,162277,324554
OBT01109,Obat Corrupti,TRX061693,1,136763,136763
OBT00151,Obat Itaque,TRX061693,1,5806,5806
OBT00180,Obat Quidem,TRX061693,3,57078,171234
OBT01499,Obat Facere,TRX061694,2,175635,351270
OBT00484,Obat Quam,TRX061695,3,182324,546972
OBT01101,Obat Dolore,TRX061696,3,167189,501567
OBT00349,Obat Libero,TRX061696,3,119407,358221
OBT01399,Obat Repudiandae,TRX061696,3,127312,381936
OBT01142,Obat Quas,TRX061696,3,31039,93117
OBT00996,Obat Repudiandae,TRX061696,2,132078,264156
OBT00007,Obat Voluptatem,TRX061697,3,149364,448092
OBT00273,Obat Consequatur,TRX061697,3,151014,453042
OBT01213,Obat Nesciunt,TRX061697,2,42320,84640
OBT01546,Obat Magni,TRX061697,2,94889,189778
OBT01364,Obat Magnam,TRX061698,3,22133,66399
OBT01605,Obat Pariatur,TRX061698,2,109939,219878
OBT00050,Obat Saepe,TRX061698,2,115852,231704
OBT01706,Obat Quis,TRX061698,2,126704,253408
OBT00808,Obat Libero,TRX061698,2,99540,199080
OBT00828,Obat Soluta,TRX061699,1,193121,193121
OBT01174,Obat Omnis,TRX061699,1,67815,67815
OBT00662,Obat Sunt,TRX061699,1,156100,156100
OBT01454,Obat Adipisci,TRX061700,3,30079,90237
OBT00338,Obat Dolorem,TRX061700,3,54524,163572
OBT00916,Obat Sequi,TRX061700,1,73093,73093
OBT01501,Obat Cum,TRX061701,2,11808,23616
OBT01453,Obat Fugiat,TRX061702,3,119957,359871
OBT01177,Obat Placeat,TRX061703,1,66994,66994
OBT01395,Obat Quam,TRX061704,1,76836,76836
OBT01530,Obat Veniam,TRX061704,3,20857,62571
OBT00432,Obat Quis,TRX061704,3,29261,87783
OBT01397,Obat Laboriosam,TRX061704,2,183303,366606
OBT01474,Obat Iusto,TRX061704,1,22246,22246
OBT00815,Obat Dolorem,TRX061705,2,64816,129632
OBT00914,Obat Ea,TRX061705,2,20714,41428
OBT00744,Obat Labore,TRX061705,3,36637,109911
OBT01207,Obat Repellendus,TRX061705,2,111626,223252
OBT01955,Obat Quas,TRX061705,1,142850,142850
OBT00095,Obat Quibusdam,TRX061706,3,188662,565986
OBT01030,Obat Reprehenderit,TRX061707,3,12334,37002
OBT01720,Obat Omnis,TRX061707,3,172275,516825
OBT01058,Obat Necessitatibus,TRX061707,3,163783,491349
OBT00790,Obat Facere,TRX061708,1,92715,92715
OBT01064,Obat Architecto,TRX061709,2,122946,245892
OBT00528,Obat Necessitatibus,TRX061709,2,158503,317006
OBT01135,Obat Incidunt,TRX061709,3,11306,33918
OBT00074,Obat Nisi,TRX061710,3,42987,128961
OBT01919,Obat Dolores,TRX061710,2,46165,92330
OBT01294,Obat Distinctio,TRX061710,2,107967,215934
OBT01162,Obat Optio,TRX061711,3,83125,249375
OBT00914,Obat Ea,TRX061711,1,20714,20714
OBT00535,Obat Dolorem,TRX061711,1,126340,126340
OBT00187,Obat Deserunt,TRX061712,1,154524,154524
OBT01668,Obat Ullam,TRX061713,1,187020,187020
OBT00708,Obat Molestiae,TRX061714,2,168012,336024
OBT01916,Obat Beatae,TRX061714,1,90661,90661
OBT01091,Obat Tenetur,TRX061714,1,170179,170179
OBT00212,Obat Maiores,TRX061715,1,153699,153699
OBT01541,Obat Molestias,TRX061715,1,43174,43174
OBT01146,Obat Quos,TRX061715,1,42757,42757
OBT00520,Obat Enim,TRX061715,2,29768,59536
OBT00830,Obat Molestiae,TRX061716,1,23240,23240
OBT00570,Obat Voluptate,TRX061716,3,130074,390222
OBT01475,Obat Quas,TRX061716,1,31693,31693
OBT01853,Obat Doloribus,TRX061716,2,114876,229752
OBT00356,Obat Aliquam,TRX061716,2,152024,304048
OBT00574,Obat Impedit,TRX061717,2,177416,354832
OBT01202,Obat Maiores,TRX061718,1,150413,150413
OBT01441,Obat Aliquam,TRX061718,2,69789,139578
OBT01974,Obat Cum,TRX061718,2,50908,101816
OBT00742,Obat Sint,TRX061719,3,166890,500670
OBT01576,Obat Nulla,TRX061719,2,91807,183614
OBT00091,Obat Repellat,TRX061719,3,149894,449682
OBT00579,Obat Debitis,TRX061719,3,167135,501405
OBT00251,Obat Neque,TRX061719,3,157804,473412
OBT01291,Obat Aperiam,TRX061720,1,187580,187580
OBT00023,Obat Ex,TRX061721,3,177341,532023
OBT01032,Obat Quod,TRX061721,2,42261,84522
OBT00745,Obat Facilis,TRX061721,2,152320,304640
OBT01078,Obat Libero,TRX061721,1,93866,93866
OBT01093,Obat Enim,TRX061722,3,85962,257886
OBT01321,Obat Velit,TRX061722,2,199810,399620
OBT01596,Obat Pariatur,TRX061722,3,168556,505668
OBT00467,Obat Eligendi,TRX061723,1,75380,75380
OBT00658,Obat Blanditiis,TRX061723,2,20913,41826
OBT01957,Obat Dicta,TRX061723,2,154219,308438
OBT00142,Obat Possimus,TRX061724,1,12169,12169
OBT00611,Obat Assumenda,TRX061724,3,43840,131520
OBT00884,Obat Necessitatibus,TRX061724,3,92685,278055
OBT01369,Obat Unde,TRX061725,3,73058,219174
OBT01458,Obat Nemo,TRX061725,2,37722,75444
OBT00885,Obat Molestias,TRX061725,1,107234,107234
OBT01496,Obat Dolores,TRX061726,1,167327,167327
OBT00230,Obat Quos,TRX061726,2,39130,78260
OBT01188,Obat Eos,TRX061727,3,111712,335136
OBT00292,Obat Necessitatibus,TRX061727,1,180967,180967
OBT00164,Obat Laudantium,TRX061727,3,175178,525534
OBT00840,Obat Cupiditate,TRX061728,2,178061,356122
OBT00430,Obat Exercitationem,TRX061728,3,162887,488661
OBT00618,Obat Corrupti,TRX061728,3,198667,596001
OBT00325,Obat Repellendus,TRX061729,1,140521,140521
OBT01057,Obat Natus,TRX061729,3,193752,581256
OBT00445,Obat Autem,TRX061729,3,174651,523953
OBT00977,Obat Praesentium,TRX061729,2,110579,221158
OBT00166,Obat Excepturi,TRX061729,3,160717,482151
OBT01785,Obat Quos,TRX061730,1,148137,148137
OBT00143,Obat Rem,TRX061730,2,18657,37314
OBT00030,Obat Corporis,TRX061730,1,154677,154677
OBT00785,Obat Libero,TRX061731,3,197034,591102
OBT00781,Obat Iure,TRX061731,2,190640,381280
OBT00986,Obat Ipsum,TRX061731,3,115997,347991
OBT01261,Obat At,TRX061731,1,137335,137335
OBT00340,Obat Voluptatem,TRX061731,1,19304,19304
OBT01477,Obat Eius,TRX061732,3,19625,58875
OBT01595,Obat Incidunt,TRX061732,1,127299,127299
OBT01355,Obat Ipsam,TRX061732,1,55795,55795
OBT01634,Obat Alias,TRX061733,2,69478,138956
OBT00748,Obat Omnis,TRX061733,3,72586,217758
OBT00782,Obat Amet,TRX061733,2,120741,241482
OBT00869,Obat Consequatur,TRX061733,1,58774,58774
OBT00648,Obat Laborum,TRX061734,3,109773,329319
OBT01469,Obat Officia,TRX061734,3,19362,58086
OBT00365,Obat Repellendus,TRX061734,1,29530,29530
OBT01152,Obat A,TRX061734,2,111765,223530
OBT00451,Obat Itaque,TRX061734,3,118340,355020
OBT00572,Obat Animi,TRX061735,3,186352,559056
OBT01564,Obat Eaque,TRX061735,2,172917,345834
OBT00983,Obat Quasi,TRX061735,1,158171,158171
OBT01685,Obat Neque,TRX061735,3,170008,510024
OBT01196,Obat Illum,TRX061735,3,75558,226674
OBT01250,Obat Aut,TRX061736,3,28518,85554
OBT00565,Obat Saepe,TRX061737,3,108529,325587
OBT01770,Obat Quo,TRX061737,1,99134,99134
OBT00388,Obat Dolore,TRX061737,3,11805,35415
OBT00016,Obat Quae,TRX061737,2,87288,174576
OBT01563,Obat Quo,TRX061738,3,57526,172578
OBT01756,Obat Laborum,TRX061738,1,118378,118378
OBT01953,Obat Recusandae,TRX061738,2,163557,327114
OBT01784,Obat Quis,TRX061738,3,15035,45105
OBT00565,Obat Saepe,TRX061738,3,108529,325587
OBT00975,Obat Illum,TRX061739,2,182424,364848
OBT00614,Obat Quas,TRX061739,2,10719,21438
OBT01488,Obat Reiciendis,TRX061739,2,177942,355884
OBT01588,Obat Voluptatum,TRX061739,1,135005,135005
OBT01818,Obat Id,TRX061740,1,64487,64487
OBT00133,Obat Sapiente,TRX061740,1,97237,97237
OBT01363,Obat Libero,TRX061740,3,51013,153039
OBT01551,Obat Consequatur,TRX061740,2,158731,317462
OBT00623,Obat Facere,TRX061740,2,10145,20290
OBT01088,Obat Hic,TRX061741,2,190390,380780
OBT00113,Obat Dolorum,TRX061742,1,170505,170505
OBT00343,Obat Pariatur,TRX061743,1,14401,14401
OBT00603,Obat Sint,TRX061743,2,68381,136762
OBT01759,Obat Debitis,TRX061743,2,135427,270854
OBT01833,Obat Molestiae,TRX061743,2,117405,234810
OBT00627,Obat Cumque,TRX061744,2,57779,115558
OBT01428,Obat Facere,TRX061744,3,86475,259425
OBT00854,Obat Officiis,TRX061744,1,150125,150125
OBT01142,Obat Quas,TRX061744,2,31039,62078
OBT00683,Obat Sapiente,TRX061745,3,128008,384024
OBT01011,Obat Assumenda,TRX061745,1,101818,101818
OBT01789,Obat Excepturi,TRX061745,2,181975,363950
OBT00931,Obat Iure,TRX061745,3,66891,200673
OBT00047,Obat Explicabo,TRX061746,2,198262,396524
OBT01498,Obat Fuga,TRX061746,2,94028,188056
OBT00698,Obat Atque,TRX061746,3,194528,583584
OBT01069,Obat Maiores,TRX061747,3,90253,270759
OBT00027,Obat Similique,TRX061747,3,41847,125541
OBT01258,Obat Fuga,TRX061747,1,118236,118236
OBT01869,Obat Ex,TRX061747,1,170108,170108
OBT00914,Obat Ea,TRX061748,3,20714,62142
OBT01806,Obat A,TRX061748,3,95867,287601
OBT00561,Obat Exercitationem,TRX061748,1,118717,118717
OBT00567,Obat Beatae,TRX061749,3,8487,25461
OBT01302,Obat Consequatur,TRX061749,2,181059,362118
OBT00559,Obat Numquam,TRX061750,2,181530,363060
OBT00251,Obat Neque,TRX061750,2,157804,315608
OBT01188,Obat Eos,TRX061750,1,111712,111712
OBT01954,Obat Ad,TRX061750,1,69707,69707
OBT00783,Obat Quas,TRX061750,2,137617,275234
OBT00190,Obat Iusto,TRX061751,1,11021,11021
OBT00780,Obat Voluptas,TRX061752,2,81578,163156
OBT01150,Obat Consectetur,TRX061752,3,45429,136287
OBT01409,Obat Provident,TRX061753,3,144568,433704
OBT01907,Obat Dolorem,TRX061753,2,177902,355804
OBT00411,Obat Autem,TRX061753,1,91357,91357
OBT01471,Obat Doloremque,TRX061753,1,165101,165101
OBT01864,Obat Totam,TRX061754,2,13443,26886
OBT00766,Obat Ipsa,TRX061755,2,165057,330114
OBT01188,Obat Eos,TRX061755,2,111712,223424
OBT00729,Obat Inventore,TRX061755,2,9752,19504
OBT00689,Obat Culpa,TRX061755,1,159051,159051
OBT01155,Obat Fuga,TRX061756,3,20443,61329
OBT00582,Obat Quas,TRX061756,3,186052,558156
OBT00053,Obat Quasi,TRX061756,3,33000,99000
OBT00720,Obat Expedita,TRX061757,1,134023,134023
OBT01337,Obat Et,TRX061758,1,14645,14645
OBT00947,Obat Beatae,TRX061758,3,41692,125076
OBT01755,Obat Tempore,TRX061758,2,127565,255130
OBT01544,Obat Eveniet,TRX061758,1,85917,85917
OBT01541,Obat Molestias,TRX061758,3,43174,129522
OBT01369,Obat Unde,TRX061759,1,73058,73058
OBT00701,Obat Nesciunt,TRX061759,3,114277,342831
OBT01941,Obat Harum,TRX061760,1,58208,58208
OBT00104,Obat Ducimus,TRX061760,2,108016,216032
OBT01052,Obat Suscipit,TRX061760,1,153311,153311
OBT00238,Obat Iste,TRX061760,3,54640,163920
OBT00829,Obat At,TRX061761,1,140619,140619
OBT01334,Obat Itaque,TRX061762,2,66409,132818
OBT01034,Obat Molestiae,TRX061762,1,115561,115561
OBT00177,Obat Et,TRX061763,2,160456,320912
OBT00665,Obat Minima,TRX061763,3,21648,64944
OBT01870,Obat Eaque,TRX061763,3,163073,489219
OBT01007,Obat Nam,TRX061764,3,129087,387261
OBT01944,Obat Commodi,TRX061764,2,184525,369050
OBT01036,Obat Impedit,TRX061765,2,84996,169992
OBT00226,Obat Quod,TRX061765,3,74783,224349
OBT00264,Obat Rem,TRX061765,2,191996,383992
OBT01929,Obat Fuga,TRX061766,1,39060,39060
OBT01766,Obat Ea,TRX061766,2,66286,132572
OBT01473,Obat Dolore,TRX061767,3,118204,354612
OBT01549,Obat Soluta,TRX061767,3,7118,21354
OBT01839,Obat Quisquam,TRX061767,1,151393,151393
OBT00275,Obat Sed,TRX061767,1,18661,18661
OBT01069,Obat Maiores,TRX061768,2,90253,180506
OBT01686,Obat Officia,TRX061768,2,78419,156838
OBT01571,Obat Vitae,TRX061768,3,187132,561396
OBT00621,Obat Sapiente,TRX061768,2,132152,264304
OBT00974,Obat Nihil,TRX061768,3,101808,305424
OBT01461,Obat Veritatis,TRX061769,1,13740,13740
OBT01904,Obat Reprehenderit,TRX061769,1,58973,58973
OBT01232,Obat Corrupti,TRX061770,3,76644,229932
OBT00184,Obat Totam,TRX061770,2,52681,105362
OBT00197,Obat A,TRX061770,1,126221,126221
OBT01787,Obat Atque,TRX061770,3,92492,277476
OBT01677,Obat Et,TRX061771,2,158963,317926
OBT00124,Obat Ullam,TRX061771,3,92221,276663
OBT00978,Obat Perspiciatis,TRX061771,2,159203,318406
OBT00225,Obat Mollitia,TRX061772,1,54950,54950
OBT01851,Obat Debitis,TRX061772,1,94082,94082
OBT00146,Obat Nostrum,TRX061772,3,53166,159498
OBT01854,Obat Quos,TRX061773,1,116599,116599
OBT00571,Obat Magni,TRX061773,2,125628,251256
OBT01436,Obat Perspiciatis,TRX061773,3,11297,33891
OBT01986,Obat Debitis,TRX061774,1,154059,154059
OBT01428,Obat Facere,TRX061775,2,86475,172950
OBT00700,Obat Nostrum,TRX061775,3,107333,321999
OBT01009,Obat Quidem,TRX061775,1,46114,46114
OBT00638,Obat Quo,TRX061775,3,113969,341907
OBT00813,Obat Laboriosam,TRX061775,1,143844,143844
OBT00510,Obat Dolore,TRX061776,3,154038,462114
OBT00646,Obat Cupiditate,TRX061776,3,14703,44109
OBT00221,Obat Ducimus,TRX061776,2,36067,72134
OBT00372,Obat Dolores,TRX061776,2,152651,305302
OBT01148,Obat Eius,TRX061776,3,71992,215976
OBT01975,Obat Dignissimos,TRX061777,1,113803,113803
OBT00692,Obat Illo,TRX061777,2,162836,325672
OBT01460,Obat Sed,TRX061778,2,20908,41816
OBT00211,Obat Ea,TRX061778,2,49596,99192
OBT00528,Obat Necessitatibus,TRX061779,3,158503,475509
OBT00012,Obat Magni,TRX061779,2,132360,264720
OBT00896,Obat Odio,TRX061779,3,149647,448941
OBT01020,Obat Blanditiis,TRX061779,3,15559,46677
OBT01715,Obat Nulla,TRX061779,2,134706,269412
OBT01370,Obat Alias,TRX061780,2,154396,308792
OBT00341,Obat Perspiciatis,TRX061780,2,65256,130512
OBT01000,Obat Expedita,TRX061780,3,189686,569058
OBT01044,Obat Natus,TRX061781,3,148533,445599
OBT00615,Obat Excepturi,TRX061781,3,35528,106584
OBT01681,Obat Officia,TRX061782,1,43945,43945
OBT01263,Obat Quo,TRX061782,3,183808,551424
OBT00691,Obat Eaque,TRX061782,2,93906,187812
OBT01651,Obat Fugiat,TRX061783,1,67953,67953
OBT01210,Obat Accusantium,TRX061783,2,171670,343340
OBT00084,Obat Tenetur,TRX061783,3,198842,596526
OBT00547,Obat Sunt,TRX061783,2,124275,248550
OBT00341,Obat Perspiciatis,TRX061784,2,65256,130512
OBT00090,Obat Quos,TRX061785,1,71317,71317
OBT01939,Obat Animi,TRX061785,3,86346,259038
OBT00490,Obat Dolorem,TRX061785,3,134845,404535
OBT00805,Obat Cupiditate,TRX061785,1,102631,102631
OBT01282,Obat Repellat,TRX061786,1,5536,5536
OBT00977,Obat Praesentium,TRX061786,3,110579,331737
OBT01230,Obat Facere,TRX061787,2,20774,41548
OBT01351,Obat Quia,TRX061787,3,136157,408471
OBT00667,Obat Et,TRX061787,1,174948,174948
OBT00445,Obat Autem,TRX061787,3,174651,523953
OBT00950,Obat Ex,TRX061787,2,141227,282454
OBT00205,Obat Consequuntur,TRX061788,1,117434,117434
OBT00455,Obat Illo,TRX061789,2,163207,326414
OBT00566,Obat Ex,TRX061789,3,35586,106758
OBT00239,Obat Hic,TRX061789,2,114662,229324
OBT01912,Obat Quidem,TRX061789,2,101639,203278
OBT01453,Obat Fugiat,TRX061789,2,119957,239914
OBT00275,Obat Sed,TRX061790,2,18661,37322
OBT00677,Obat Repellat,TRX061791,1,119355,119355
OBT01721,Obat Provident,TRX061791,1,158087,158087
OBT00893,Obat Ex,TRX061792,1,61029,61029
OBT01450,Obat Eveniet,TRX061792,1,24113,24113
OBT01607,Obat Ut,TRX061792,1,6763,6763
OBT01328,Obat Corrupti,TRX061792,1,28584,28584
OBT00934,Obat Asperiores,TRX061793,3,192340,577020
OBT01947,Obat Ab,TRX061793,1,57875,57875
OBT00812,Obat Rerum,TRX061794,3,44743,134229
OBT00507,Obat Officiis,TRX061794,2,142125,284250
OBT00860,Obat Porro,TRX061794,2,7071,14142
OBT01120,Obat Tempora,TRX061794,1,156926,156926
OBT00189,Obat Labore,TRX061795,1,10435,10435
OBT01551,Obat Consequatur,TRX061795,1,158731,158731
OBT01345,Obat Accusamus,TRX061795,1,56402,56402
OBT01167,Obat Deserunt,TRX061795,3,113219,339657
OBT00121,Obat Omnis,TRX061796,1,128493,128493
OBT00905,Obat Ullam,TRX061796,3,160321,480963
OBT00942,Obat Fuga,TRX061796,1,79589,79589
OBT00044,Obat Iure,TRX061796,3,87158,261474
OBT00087,Obat Aliquid,TRX061797,3,186058,558174
OBT00084,Obat Tenetur,TRX061797,1,198842,198842
OBT01285,Obat Natus,TRX061797,1,6121,6121
OBT01800,Obat Optio,TRX061797,2,198939,397878
OBT00727,Obat Eveniet,TRX061797,2,150969,301938
OBT00869,Obat Consequatur,TRX061798,1,58774,58774
OBT00051,Obat Veniam,TRX061798,3,62149,186447
OBT01027,Obat Quos,TRX061799,3,84497,253491
OBT00706,Obat Voluptatem,TRX061800,2,128817,257634
OBT01454,Obat Adipisci,TRX061800,1,30079,30079
OBT00122,Obat Aut,TRX061800,2,198184,396368
OBT01917,Obat Odit,TRX061801,1,112704,112704
