Kode_Item,Nama_Item,Kandungan,Tipe_Golongan_Obat,Kategori_Obat,HNA,Satuan
OBT01850,Obat Delectus,Ibuprofen 539mg,Keras,Vitamin,97972,tablet
OBT01851,Obat Debitis,Ibuprofen 606mg,Bebas Terbatas,Analgesik,94082,kapsul
OBT01852,Obat Iure,Amoxicillin 430mg,Bebas Terbatas,Antibiotik,64111,tablet
OBT01853,Obat Doloribus,Amoxicillin 445mg,Keras,Antihistamin,114876,kapsul
OBT01854,Obat Quos,Metformin 691mg,Keras,Antihistamin,116599,botol
OBT01855,Obat Quaerat,Ibuprofen 679mg,Bebas Terbatas,Vitamin,184768,botol
OBT01856,Obat Accusantium,Cetirizine 907mg,Bebas Terbatas,Analgesik,110740,kapsul
OBT01857,Obat Cupiditate,Amoxicillin 798mg,Keras,Antihistamin,186015,botol
OBT01858,Obat Quos,Paracetamol 147mg,Keras,Antidiabetik,145929,tablet
OBT01859,Obat Eum,Paracetamol 741mg,Bebas,Analgesik,83548,sirup
OBT01860,Obat Quidem,Cetirizine 116mg,Narkotika,Antidiabetik,90479,kapsul
OBT01861,Obat Fuga,Paracetamol 978mg,Bebas Terbatas,Antihistamin,158866,sirup
OBT01862,Obat Explicabo,Ibuprofen 551mg,Bebas,Antihistamin,11092,sirup
OBT01863,Obat Molestiae,Cetirizine 100mg,Keras,Antidiabetik,153787,botol
OBT01864,Obat Totam,Cetirizine 307mg,Narkotika,Antihistamin,13443,kapsul
OBT01865,Obat Quia,Ibuprofen 765mg,Bebas Terbatas,Analgesik,41473,tablet
OBT01866,Obat Placeat,Amoxicillin 262mg,Narkotika,Antibiotik,45289,kapsul
OBT01867,Obat Suscipit,Amoxicillin 195mg,Bebas,Antibiotik,91573,kapsul
OBT01868,Obat Deleniti,Amoxicillin 356mg,Keras,Antibiotik,153947,sirup
OBT01869,Obat Ex,Paracetamol 480mg,Bebas,Antihistamin,170108,botol
OBT01870,Obat Eaque,Ibuprofen 153mg,Narkotika,Vitamin,163073,botol
OBT01871,Obat Voluptatem,Cetirizine 740mg,Bebas,Analgesik,164340,kapsul
OBT01872,Obat Dolor,Amoxicillin 843mg,Bebas,Analgesik,155438,botol
OBT01873,Obat Totam,Ibuprofen 539mg,Keras,Antihistamin,107468,kapsul
OBT01874,Obat Rerum,Paracetamol 820mg,Keras,Analgesik,104960,tablet
OBT01875,Obat Vel,Paracetamol 101mg,Narkotika,Antihistamin,58531,sirup
OBT01876,Obat Asperiores,Ibuprofen 588mg,Narkotika,Antibiotik,107402,botol
OBT01877,Obat Sint,Paracetamol 235mg,Bebas,Analgesik,21700,kapsul
OBT01878,Obat Esse,Metformin 331mg,Bebas Terbatas,Vitamin,145113,sirup
OBT01879,Obat Facilis,Metformin 796mg,Bebas,Antihistamin,106301,tablet
OBT01880,Obat Labore,Cetirizine 109mg,Narkotika,Analgesik,54371,kapsul
OBT01881,Obat Repudiandae,Paracetamol 812mg,Bebas,Antidiabetik,129460,botol
OBT01882,Obat Aut,Amoxicillin 936mg,Keras,Antidiabetik,33478,tablet
OBT01883,Obat Deleniti,Paracetamol 980mg,Bebas,Vitamin,91203,tablet
OBT01884,Obat Ullam,Cetirizine 810mg,Keras,Vitamin,154294,kapsul
OBT01885,Obat Non,Ibuprofen 589mg,Bebas Terbatas,Antidiabetik,123367,tablet
OBT01886,Obat Placeat,Paracetamol 334mg,Keras,Antihistamin,172510,botol
OBT01887,Obat Nesciunt,Cetirizine 191mg,Bebas Terbatas,Analgesik,84860,kapsul
OBT01888,Obat Non,Paracetamol 205mg,Bebas Terbatas,Antidiabetik,29442,sirup
OBT01889,Obat Explicabo,Amoxicillin 476mg,Bebas,Vitamin,49937,tablet
OBT01890,Obat Et,Amoxicillin 240mg,Narkotika,Analgesik,32345,botol
OBT01891,Obat Pariatur,Cetirizine 892mg,Narkotika,Antihistamin,181917,botol
OBT01892,Obat Non,Ibuprofen 756mg,Bebas,Antidiabetik,149941,sirup
OBT01893,Obat Nobis,Ibuprofen 170mg,Bebas Terbatas,Vitamin,51566,sirup
OBT01894,Obat Autem,Metformin 676mg,Narkotika,Antidiabetik,13404,tablet
OBT01895,Obat Eligendi,Paracetamol 724mg,Keras,Antihistamin,185623,tablet
OBT01896,Obat Tenetur,Ibuprofen 550mg,Narkotika,Vitamin,163168,sirup
OBT01897,Obat Veniam,Amoxicillin 839mg,Bebas Terbatas,Analgesik,133087,botol
OBT01898,Obat Ullam,Ibuprofen 743mg,Bebas Terbatas,Antidiabetik,12035,kapsul
OBT01899,Obat Dignissimos,Ibuprofen 521mg,Keras,Analgesik,53940,kapsul
OBT01900,Obat Veniam,Metformin 803mg,Bebas,Antibiotik,57166,botol
OBT01901,Obat Suscipit,Cetirizine 980mg,Narkotika,Antihistamin,23216,botol
OBT01902,Obat Laudantium,Ibuprofen 188mg,Bebas,Antidiabetik,106159,sirup
OBT01903,Obat Soluta,Paracetamol 243mg,Narkotika,Vitamin,79401,tablet
OBT01904,Obat Reprehenderit,Paracetamol 703mg,Keras,Antihistamin,58973,botol
OBT01905,Obat Consequuntur,Cetirizine 459mg,Bebas,Antibiotik,66089,sirup
OBT01906,Obat Reiciendis,Cetirizine 422mg,Narkotika,Vitamin,81311,sirup
OBT01907,Obat Dolorem,Ibuprofen 353mg,Narkotika,Antihistamin,177902,tablet
OBT01908,Obat Aperiam,Amoxicillin 760mg,Bebas Terbatas,Antihistamin,142467,tablet
OBT01909,Obat Sint,Paracetamol 354mg,Bebas Terbatas,Antidiabetik,23344,botol
OBT01910,Obat Molestias,Metformin 715mg,Narkotika,Antibiotik,124187,botol
OBT01911,Obat Quis,Metformin 838mg,Bebas Terbatas,Antidiabetik,20061,kapsul
OBT01912,Obat Quidem,Metformin 391mg,Narkotika,Analgesik,101639,sirup
OBT01913,Obat Occaecati,Paracetamol 968mg,Narkotika,Vitamin,140929,kapsul
OBT01914,Obat Amet,Amoxicillin 310mg,Bebas Terbatas,Antibiotik,7895,botol
OBT01915,Obat Temporibus,Metformin 721mg,Bebas Terbatas,Antihistamin,50043,kapsul
OBT01916,Obat Beatae,Metformin 293mg,Bebas Terbatas,Antihistamin,90661,sirup
OBT01917,Obat Odit,Cetirizine 402mg,Bebas,Analgesik,112704,botol
OBT01918,Obat Eos,Paracetamol 902mg,Keras,Antihistamin,107525,botol
OBT01919,Obat Dolores,Ibuprofen 606mg,Narkotika,Vitamin,46165,tablet
OBT01920,Obat Repudiandae,Cetirizine 215mg,Keras,Antidiabetik,34030,tablet
OBT01921,Obat Similique,Ibuprofen 611mg,Bebas,Antibiotik,38852,kapsul
OBT01922,Obat Provident,Metformin 172mg,Bebas,Vitamin,145627,tablet
OBT01923,Obat Corporis,Metformin 112mg,Narkotika,Analgesik,114684,kapsul
OBT01924,Obat Molestias,Amoxicillin 424mg,Narkotika,Vitamin,130370,tablet
OBT01925,Obat Occaecati,Ibuprofen 496mg,Keras,Analgesik,199810,tablet
OBT01926,Obat Numquam,Metformin 530mg,Keras,Vitamin,23025,tablet
OBT01927,Obat Maiores,Amoxicillin 659mg,Bebas Terbatas,Antihistamin,106972,sirup
OBT01928,Obat Beatae,Ibuprofen 881mg,Keras,Antihistamin,59127,kapsul
OBT01929,Obat Fuga,Cetirizine 888mg,Keras,Analgesik,39060,tablet
OBT01930,Obat Recusandae,Paracetamol 117mg,Bebas,Vitamin,58916,tablet
OBT01931,Obat Incidunt,Metformin 169mg,Keras,Vitamin,86200,sirup
OBT01932,Obat Illum,Paracetamol 368mg,Bebas Terbatas,Antidiabetik,118298,kapsul
OBT01933,Obat Similique,Ibuprofen 140mg,Keras,Antidiabetik,191036,botol
OBT01934,Obat Dolore,Paracetamol 908mg,Narkotika,Antibiotik,179271,botol
OBT01935,Obat Consectetur,Cetirizine 618mg,Bebas Terbatas,Antihistamin,129460,botol
OBT01936,Obat Nemo,Amoxicillin 743mg,Narkotika,Analgesik,46623,tablet
OBT01937,Obat Aut,Metformin 885mg,Bebas,Antihistamin,163258,kapsul
OBT01938,Obat Odit,Cetirizine 533mg,Bebas Terbatas,Vitamin,155756,sirup
OBT01939,Obat Animi,Cetirizine 184mg,Bebas Terbatas,Antihistamin,86346,botol
OBT01940,Obat Totam,Metformin 650mg,Keras,Antidiabetik,159007,kapsul
OBT01941,Obat Harum,Metformin 256mg,Bebas Terbatas,Vitamin,58208,kapsul
OBT01942,Obat Rerum,Amoxicillin 185mg,Bebas,Antihistamin,136720,kapsul
OBT01943,Obat Adipisci,Amoxicillin 180mg,Bebas,Antibiotik,192897,sirup
OBT01944,Obat Commodi,Metformin 308mg,Bebas,Antidiabetik,184525,sirup
OBT01945,Obat Odit,Ibuprofen 649mg,Bebas Terbatas,Antidiabetik,125312,sirup
OBT01946,Obat Cumque,Amoxicillin 500mg,Bebas Terbatas,Antihistamin,77205,tablet
OBT01947,Obat Ab,Metformin 749mg,Keras,Vitamin,57875,tablet
OBT01948,Obat Facilis,Paracetamol 417mg,Bebas,Vitamin,6951,kapsul
OBT01949,Obat Reprehenderit,Cetirizine 847mg,Keras,Antidiabetik,42405,botol
OBT01950,Obat Nesciunt,Ibuprofen 159mg,Bebas,Vitamin,121845,sirup
OBT01951,Obat Vero,Ibuprofen 188mg,Keras,Antibiotik,21769,kapsul
OBT01952,Obat Magni,Cetirizine 218mg,Narkotika,Analgesik,109657,kapsul
OBT01953,Obat Recusandae,Cetirizine 726mg,Narkotika,Vitamin,163557,sirup
OBT01954,Obat Ad,Metformin 156mg,Bebas,Antibiotik,69707,tablet
OBT01955,Obat Quas,Amoxicillin 782mg,Keras,Vitamin,142850,kapsul
OBT01956,Obat Aliquam,Ibuprofen 222mg,Bebas Terbatas,Antidiabetik,91216,kapsul
OBT01957,Obat Dicta,Paracetamol 824mg,Bebas Terbatas,Antibiotik,154219,sirup
OBT01958,Obat Fugit,Ibuprofen 818mg,Bebas Terbatas,Antidiabetik,133701,botol
OBT01959,Obat Asperiores,Paracetamol 267mg,Keras,Antihistamin,125639,kapsul
OBT01960,Obat Quasi,Cetirizine 455mg,Narkotika,Vitamin,126292,tablet
OBT01961,Obat Explicabo,Metformin 629mg,Bebas Terbatas,Vitamin,156029,botol
OBT01962,Obat Possimus,Amoxicillin 270mg,Bebas,Antidiabetik,15245,botol
OBT01963,Obat Natus,Amoxicillin 229mg,Narkotika,Vitamin,198276,sirup
OBT01964,Obat Temporibus,Amoxicillin 850mg,Bebas,Analgesik,28882,tablet
OBT01965,Obat Recusandae,Paracetamol 889mg,Keras,Vitamin,80474,kapsul
OBT01966,Obat Nisi,Paracetamol 443mg,Bebas Terbatas,Antibiotik,174423,sirup
OBT01967,Obat In,Cetirizine 378mg,Bebas,Antihistamin,124618,tablet
OBT01968,Obat In,Metformin 165mg,Keras,Antidiabetik,95906,kapsul
OBT01969,Obat Saepe,Amoxicillin 829mg,Bebas Terbatas,Antibiotik,188583,tablet
OBT01970,Obat Tenetur,Metformin 742mg,Keras,Antibiotik,191554,sirup
OBT01971,Obat Iste,Paracetamol 608mg,Bebas,Antibiotik,82974,botol
OBT01972,Obat Maxime,Cetirizine 623mg,Narkotika,Antihistamin,107521,tablet
OBT01973,Obat Odio,Amoxicillin 156mg,Bebas,Antidiabetik,165701,botol
OBT01974,Obat Cum,Cetirizine 979mg,Bebas,Antidiabetik,50908,kapsul
OBT01975,Obat Dignissimos,Metformin 270mg,Narkotika,Antihistamin,113803,botol
OBT01976,Obat Dolor,Amoxicillin 261mg,Keras,Analgesik,70309,tablet
OBT01977,Obat Dolores,Amoxicillin 891mg,Keras,Antibiotik,52075,tablet
OBT01978,Obat Modi,Paracetamol 687mg,Bebas,Antidiabetik,166935,tablet
OBT01979,Obat Incidunt,Paracetamol 333mg,Bebas,Antihistamin,197215,sirup
OBT01980,Obat Quis,Metformin 102mg,Keras,Antihistamin,118266,kapsul
OBT01981,Obat Asperiores,Paracetamol 979mg,Narkotika,Antibiotik,125016,kapsul
OBT01982,Obat Ipsum,Paracetamol 350mg,Bebas Terbatas,Antihistamin,105837,kapsul
OBT01983,Obat Dolor,Paracetamol 583mg,Narkotika,Vitamin,177773,tablet
OBT01984,Obat Accusantium,Amoxicillin 492mg,Bebas,Antibiotik,53088,tablet
OBT01985,Obat Ex,Ibuprofen 283mg,Keras,Antidiabetik,188113,sirup
OBT01986,Obat Debitis,Paracetamol 666mg,Narkotika,Antibiotik,154059,sirup
OBT01987,Obat Provident,Cetirizine 329mg,Bebas,Analgesik,30043,botol
OBT01988,Obat Voluptates,Amoxicillin 354mg,Bebas Terbatas,Antibiotik,108167,botol
OBT01989,Obat Hic,Cetirizine 837mg,Bebas Terbatas,Antibiotik,188145,sirup
OBT01990,Obat Ipsum,Amoxicillin 377mg,Narkotika,Analgesik,16446,sirup
OBT01991,Obat Debitis,Paracetamol 685mg,Bebas,Antibiotik,67834,botol
OBT01992,Obat Possimus,Amoxicillin 222mg,Bebas,Antihistamin,46400,sirup
OBT01993,Obat Voluptatibus,Metformin 789mg,Bebas Terbatas,Antidiabetik,76768,sirup
OBT01994,Obat Ut,Paracetamol 283mg,Keras,Antidiabetik,169648,botol
OBT01995,Obat Corrupti,Ibuprofen 923mg,Keras,Vitamin,145964,tablet
OBT01996,Obat Consequuntur,Metformin 147mg,Narkotika,Antidiabetik,81517,sirup
OBT01997,Obat Mollitia,Cetirizine 170mg,Narkotika,Antidiabetik,179760,sirup
OBT01998,Obat At,Cetirizine 986mg,Bebas Terbatas,Analgesik,22496,sirup
OBT01999,Obat Eaque,Amoxicillin 892mg,Bebas,Antibiotik,187988,botol
